product_id,product_title,rating,summary,review,location,date,upvotes,downvotes
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Classy product,"Outstanding phone at a very outstanding price....it's performance, battery,camera is very good it has nice interface and anyone can easily use it...i didn't expected this product to be this good..but it's on the next level...I am very happy that I bought it..",Navi Mumbai,"Feb, 2022",45,32
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Just wow!,"Great budget friendly phone i gifted to my mom she is very happy and i just love with phone performance, screen size, quick handling features guys go for it....😘😘😘😘",New Delhi,8 months ago,22,5
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Worth the money,"In first impression and box unboxing it was really best.But when I'm doing its setup the phone start lagging, after like 15 min it start working goodIf I talk about the camera it's awesome (in sunlight it get more bright), but in low light like a packer room with only one bulb the camera quality decrease.After all it's a good phone and it's battery is even better.",Sasaram,4 months ago,80,27
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",3,Good,It's a goodnphone in this price i bought for my sister and brother so fhey can take there online classes in it but it's showing little bit lagging even without any external apps but overall my siblings are happy with it And yeah one more thing it would be better if poco provide it with fast charging i mean now a days nobody want to use that much slow charging and also it's not C - Type charging system so we can't use any other fast charger I will not recommend this phone because just 1 or...,New Delhi,10 months ago,73,29
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Delightful,Outer Packing was not so great..but inside is good.Camera is good as per the price.. Performance is good for normal users...Not for gamers ...Only needs a good fast charger with type c,Bara Banki District,7 months ago,22,18
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Perfect product!,Nice Poco C31 Royal blue nice beautiful thank u sir Flipkart job best,Mumbai,6 months ago,32,5
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Wonderful,I am writing this review after 10days... This phone is good in this price range.... But It lag's  sometimes... Although it is very good phone... The amazing feature of this phone is it's battery..... It really gives 2 days of backup....,Partur,4 months ago,27,5
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",3,Fair,Not soo gud.... Average phone... Camera rear gud only in sunlightFront camera is very poorBattery life gud but charging time is moreLag sometimes not soo smooth Look wise awesome premium finish special royal blue.. Value for money for day to day normal usage....,Allahabad,"Dec, 2021",65,24
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Value-for-money,Awesome device/product/Phone at cheaper price 👍😄 Camera quality is Lil bit low as compare to my this phone realme C2 but okk 🐈My brother was happy to get this phoneAnd the delivery of the phone was very quick 💝 #ThankYouFlipkart ❤️,Mumbai,4 months ago,11,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Good quality product,I bought this phone 1 month ago. After using it these days it's been a good and nice phone at that price range. Battery back up and decent camera. The display is also good for that price. For normal use it's ok.,South Thrikkaripur,8 months ago,13,4
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Value-for-money,All are good but camera very very poor why I don't know even my redmi 3s take good pictures compared to this on front camera but this c31 both are poor even in low light look a like 4mp camera sample on front and rear. Remains in the smartphone all are good according to price.,New Delhi,6 months ago,9,3
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Really Nice,Camera is not too good but over all performance is best in this price range ...but yes camera quality is good than 2gb or 3gb varients ....4gb 64gb is good also battery 🔋 is 96 to 97 it's a best choice .I recommend this one or redmi9 sport ....choice is yours because both of them are budget friendly and best in class performances.,Ghaziabad,1 month ago,3,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Brilliant,Good product I like it free fire snoothly 🏃running 😍🥳 I'm happy thanku,Kollam District,7 months ago,9,3
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",3,Decent product,Battery is just good not charging faster takes 2 hrs and above from 0 to 100 . Rear camera is decent not that good. Front camera is average. slightly performance is low little bit lagging. According to price it is okay. Display is decent.,Visakhapatnam,8 months ago,11,8
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Terrific,This is very nice phone but camera is not good and day to day uses is good . This price I am very happy...,Dumka,6 months ago,2,1
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Just wow!,Nice quality product. Good budget phone. Sound quality is also good. Design is super. And as usual super fast delivery by Flipkart.,Visakhapatnam,10 months ago,3,4
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Fabulous!,"Good phone..... But if you are looking for a best phone for gaming don't go for it... This also run many games like free  fire, bgmi but in between there is also chance of lag.... Go for infinix hot 10S (For gaming purpose only) I am giving 9/10:)",Muri,11 months ago,4,6
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Mind-blowing purchase,Nice phone budget is also very good Camera quality is goodBattery is nicePhone design is not good some far better,Kurnool,3 months ago,1,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Wonderful,Front camera 4 / 5   (  I like it... But if u r a selfi addict it's not suitable for u  ) Rear camera  5 / 5  (  Awesome  ) Processor  5 / 5  ( Excellent  ) Battery🔋  4  /  5  I will plug in my mobile at 67 %... It's take 40 mins to charge 97%... But battery backup is awesome... Storage  5 / 5Used storage 16.3 gb / 128gb ( iam not download any files  )...  Overall awesome mobile at this price range... The cool blue is really awesome... I like it sorry I love it ❤❤,Erode,11 months ago,1,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Brilliant,Camera quality is very nice low budget main good phone,Kolkata,10 months ago,757,72
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Delightful,Nice phone,East Godavari District,9 months ago,1068,107
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Good choice,Phone is good but camera is not good as excepted.,Hugli District,7 months ago,68,3
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Highly recommended,Battery is goodCamera okDisplay goodPerformance okFit the budget,Gaya,10 months ago,271,26
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Worth every penny,Camera fantastic🤘😝🤘 and money value pack,Hoshiarpur,8 months ago,57,3
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Terrific,Good,Bikram,6 months ago,168,17
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Fabulous!,Superb,Begusarai,"Jan, 2022",573,76
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Worth every penny,Camera quality is good,Latur District,"Oct, 2021",1444,237
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Great product,Vary good product POCO C31Good,Ahmadpur,"Nov, 2021",934,152
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Must buy!,Nice. Camara,Varanasi,8 months ago,596,95
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Perfect product!,Awesome budget phone😍😍😍😍😍,Muzaffarpur,11 months ago,181,25
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Good quality product,Good product,Chennai,"Jan, 2022",125,17
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Wonderful,Best budget phone! 🤳📱,Gorakhpur,"Jan, 2022",157,24
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Simply awesome,Nice products👍 thanks Filipcard,Bengaluru,"Oct, 2021",914,192
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Awesome,Super product I am very happy,Kanchipuram,10 months ago,77,10
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Wonderful,Best Phone In Price,Azamgarh,"Feb, 2022",71,9
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Value-for-money,Not bad,Madurai District,"Nov, 2021",281,53
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Classy product,Nice product value for money,Puri,"Dec, 2021",231,44
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Terrific,It's awesome phone value for money.,Lucknow,11 months ago,57,7
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Nice product,V display is wonderful,Garbeta,11 months ago,420,91
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Highly recommended,Very good ptoduct,Chandannagar,"Nov, 2021",289,61
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Just wow!,Nice mobile,Haora District,"Dec, 2021",196,39
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Pretty good,Thanku Flipkart,Siswa Bazar,6 months ago,26,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Best in the market!,Super,Kalyandurg,11 months ago,215,48
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Worth the money,Nice phone for daily use,Kadipur,10 months ago,306,74
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Good choice,Awesome phone,Chanchal,7 months ago,83,16
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Just wow!,Very good,Ashta,9 months ago,151,35
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Value-for-money,Superb phone !! In this price range. 1- good built quality. 2- killer look from back. 3- Battery performance is also good. 4- selfi and back camera specially blur & potraid mode foto is awesome.5- But processor is average sometimes phone lags. 6- overall phone is very good more than my expectation.,Unnao,11 months ago,116,27
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Really Nice,Good,Burdwan,"Feb, 2022",111,26
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Great product,Nice one...,Siwan,10 months ago,30,4
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Nice product,Osm product,Panna District,"Jan, 2022",146,37
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Awesome,Good,Saharanpur District,10 months ago,34,5
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Simply awesome,Good,Alok City,11 months ago,20,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Perfect product!,Nice product,Jhargram,11 months ago,97,23
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Great product,Nice phone 🙂📱📱,Mumbai,"Dec, 2021",171,47
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Worth the money,Value for money,Bhadrari Kothagudem District,10 months ago,20,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",3,Decent product,Nice phones,Vaishali District,"Jan, 2022",48,10
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Terrific purchase,Super,Khidirpur,"Feb, 2022",80,21
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Must buy!,Good product and👈👈Nice quality 👍👍✔️✔️,Madhubani District,"Feb, 2022",99,28
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Terrific,Very good product very nice and useful for men 💯💯💯💯👌👌👌👌👌,Mayurbhanja,10 months ago,8,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Excellent,Nice 👍 mobile,Mumbai,11 months ago,44,10
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Very Good,Very good but camera quality is pure....but okay... nice phone....,Bengaluru,"Feb, 2022",65,17
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Simply awesome,Is veri nice poco phona👍,Bengaluru,10 months ago,20,3
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Very Good,Powerful mobile poco c31,Murshidabad District,"Dec, 2021",471,183
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Worth every penny,Budget phone 📱 under 9k,West Medinipur,"Dec, 2021",8,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Wonderful,Nice mid range fone,Raebareli,11 months ago,16,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Terrific,Good cemera,Ballia District,11 months ago,25,5
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Nice product,Super,Thoothukkudi,9 months ago,33,8
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Good choice,Mind blowing performance good battery life,Kolkata,11 months ago,15,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Fabulous!,Very very good mobiles 👍,North 24 Parganas,4 months ago,7,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Terrific,Good price,Balangir District,5 months ago,14,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Worth the money,Very good 😊😊,Beldanga,10 months ago,13,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Brilliant,Good,Jangipur,"Dec, 2021",94,38
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Mind-blowing purchase,Nice phone,Gobardanga,10 months ago,24,6
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",3,Decent product,Good,Nagaon District,8 months ago,12,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",1,Not recommended at all,Item is not good. Screen flickering issue. Hearing sounds unnecessarily.Apps are not working properly. Bad product.,Vaikom,"Oct, 2021",193,92
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Fabulous!,Good phone,Hugli District,"Feb, 2022",24,7
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Good choice,Its a budget phone there's nothing to say about it it's just normal phone with everything working properly can get a decent battery life and okay type camera performance is good. It giters of the time due to heavy animation software needs to be optimised. Charging speed is really low it take a lot time to charge it feels is slow because I am already using a phone with 65 watt charging.,Bahraich,9 months ago,6,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Super!,Very good,Nagpur,"Feb, 2022",6,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Highly recommended,Awesome mobile,Saran District,"Jan, 2022",75,32
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Simply awesome,Good,Kalyan,6 months ago,12,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Worth every penny,"Bought at Rs.8528 and next day it's increased to Rs.9999Good features according price (8.5K), but now it's better to choose other models (e.g samsung  F12)",Murshidabad District,8 months ago,12,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Simply awesome,GOOD product and Good Performance I like it🥰,Idukki District,10 months ago,11,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",1,Unsatisfactory,CheatingDon't buy this...it's camera is so cheapI bought this so fed up...,Malappuram District,"Jan, 2022",31,12
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Awesome,Very nice phone this price,North Twenty Four Parganas District,4 months ago,4,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",3,Nice,Good product,Rajahmundry,5 months ago,4,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Simply awesome,Superb mobile on a low budget,Asansol,10 months ago,5,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Nice product,Nice good,Jalpaiguri District,10 months ago,8,1
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Best in the market!,Good mobile in this price range,North Lakhimpur,"Feb, 2022",8,1
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Good choice,Flipkart delayed the delivery without any prior notification...sometimes the product is picked after checking the delivery date for gifting purpose also...highly dissatisfied with the FLIPKART service..POCO C31 is surely a wonderful mobile phone,Faridabad,"Oct, 2021",8,1
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Classy product,Very good product,Hugli District,10 months ago,10,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Worth the money,Good product,Dharangaon,11 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Wonderful,Nice,Jaipur,1 month ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Just wow!,All is good,Thane,3 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Highly recommended,Super,Puducherry,7 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Worth every penny,Good,Jalgaon District,"Oct, 2021",0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Super!,Ok,Mahrajganj District,7 months ago,1,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",1,Not recommended at all,Worst brand poco C31,Prakasam District,9 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Must buy!,Excellent,Koduvally,"Oct, 2021",28,16
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Value-for-money,Nice,Nimapada,"Oct, 2021",30,16
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Best in the market!,Nice futures,Raichur,9 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",2,Expected a better product,Images and videos overlapping and camera performance is poor,Chennai,6 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Delightful,Nice 👍 i get it at Lowest price next l best budget phone,Gida Gorakhpur,4 months ago,1,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Super!,camera quality is very good... over all performance is awesome.thank you so much Flipkart 😘😘😘,Thiruvananthapuram District,"Nov, 2021",0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",3,Just okay,Product is good but camera quality is poor.,Nimapada,"Nov, 2021",0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",3,Does the job,Thankq,Karimnagar District,"Jan, 2022",0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Terrific,Nice products 🥰😍🤩😘,Padmapur,10 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Pretty good,Good,Noida,10 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Perfect product!,Good,Chandauli District,10 months ago,2,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Great product,Good in this budget,Hisar,7 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Perfect product!,Superb....must be buy....!!!! Love it...!!!,Kadi,"Nov, 2021",0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Worth the money,"Best look , nice work, smooth camera",Dhanbad,"Oct, 2021",0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Value-for-money,Average at this price,Dhubri District,"Dec, 2021",0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",2,Slightly disappointed,its feel very bad that there is no back case for the phone 😔  there will b case in the box nd they should provide .. in this price every companies providing back case for the phone but the poco not providing which is very bad thing ....👎👎👎👎,Noida,11 months ago,11,7
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Fabulous!,Very nice on this budget,Venkatagiri,1 month ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Super!,Super product,Bengaluru,"Oct, 2021",0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Classy product,Gud,Dhubri,"Oct, 2021",0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Classy product,Nice,New Delhi,11 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Terrific,Good,Gurugram,"Dec, 2021",0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",1,Waste of money!,Poor,Thiruvananthapuram,10 months ago,6,2
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Really Nice,Very good,Salem,11 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",1,Utterly Disappointed,Not bad that's all,Vadakarai Keezhpadugai,"Feb, 2022",0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Perfect product!,Good one Budget friendly,Palakkad District,7 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Delightful,Gud at range,Khamgaon,8 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Classy product,Good,Khadda,8 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Pretty good,Amazing mobile but . Front camera is very bad .,Sarenga,9 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Just wow!,Very good phone,Bahirgram,9 months ago,0,1
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",3,Just okay,Charging time is more 3hrsPerformance little laggy hangs Battery backup is goodAverage camera for outdoor lighting indoor is poor qualityValue for money but u can go for other phones in this price range,Mumbai,10 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Terrific purchase,Super,Bhubaneswar,1 month ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Wonderful,Very good,Thiruvananthapuram,10 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Great product,Good and cheap and waste phone,Darbhanga,2 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Terrific purchase,Nice phone,Munger,3 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Highly recommended,Good,Varadarajanpettai,5 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Just wow!,This price is super good product and cheap price,New Town,5 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Just wow!,Delivery is correct time and good Delivery and mobile color and handling is good,Puducherry,5 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Worth the money,Good,,6 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Value-for-money,Every thing is good but its phone app record only unknown ( unsaved) number not all call's.,New Delhi,7 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",3,Decent product,Just ok,Sundarapandiapuram,7 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Pretty good,Clear camera,Samastipur District,7 months ago,3,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",1,Waste of money!,This is waste of money battery is not working properly,Bidar District,8 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",4,Good quality product,Product is good. Camera quality average. Sound and processor good.,Bidhan Nagar,8 months ago,1,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",3,Fair,Okay,Mokameh,11 months ago,0,0
MOBG73E7UBFXXMCH,"POCO C31 (Shadow Gray, 64 GB)",5,Super!,Good product,Hyderabad,8 months ago,0,1
